RowNumber,Choice_1,Choice_2,Choice_3,Choice_4,Choice_5,Choice_6
1444,Dan Ryan,Michael (Mike) Marshall,Marnie Glickman,Elana Pirtle-Guiney,Bob Simril,Michelle DePass
1445,Dan Ryan,Michael (Mike) Marshall,Marnie Glickman,Elana Pirtle-Guiney,Bob Simril,Michelle DePass
1450,Nat West,James Armstrong,Jennifer Park,Dan Ryan,Michelle DePass,Will Mespelt
1451,Dan Ryan,Will Mespelt,,,,
1454,Dan Ryan,Nat West,Michael (Mike) Marshall,,,
1463,Nat West,Sam Sachs,Debbie Kitchin,James Armstrong,Reuben Berlin,Mariah Hudson
1464,Dan Ryan,Tiffani Penson,Michelle DePass,,,
1468,Bob Simril,Dan Ryan,Nabil Zaghloul,,,
1477,Jonathan Tasini,Michelle DePass,Elana Pirtle-Guiney,Marnie Glickman,Nat West,
1481,Michelle DePass,Debbie Kitchin,Dan Ryan,Tiffani Penson,Elana Pirtle-Guiney,Marnie Glickman
1486,Tiffani Penson,Marnie Glickman,Dan Ryan,Mariah Hudson,Michael (Mike) Marshall,Elana Pirtle-Guiney
1505,Marnie Glickman,Chris Olson,Tiffani Penson,Will Mespelt,Bob Simril,Michelle DePass
1511,Dan Ryan,,,,,
1538,Elana Pirtle-Guiney,Liz Taylor,Marnie Glickman,Debbie Kitchin,Laura Streib,Michelle DePass
1555,Dan Ryan,Nat West,Tiffani Penson,,,
1556,Dan Ryan,Bob Simril,Nat West,,,
1558,Elana Pirtle-Guiney,Dan Ryan,Michelle DePass,James Armstrong,Michael (Mike) Marshall,
1559,Nat West,Sameer Kanal,Michelle DePass,James Armstrong,Tiffani Penson,
1560,Elana Pirtle-Guiney,Michelle DePass,Dan Ryan,James Armstrong,Mariah Hudson,Tiffani Penson
1561,Laura Streib,Will Mespelt,Reuben Berlin,Jennifer Park,Sam Sachs,Michelle DePass
1568,Elana Pirtle-Guiney,Laura Streib,Jonathan Tasini,Michael (Mike) Marshall,Sameer Kanal,Jennifer Park
1576,Jennifer Park,Michael (Mike) Marshall,Laura Streib,Bob Simril,Mariah Hudson,Michelle DePass
1586,Marnie Glickman,Dan Ryan,Nabil Zaghloul,Sam Sachs,Tiffani Penson,Sameer Kanal
1597,Dan Ryan,Bob Simril,Tiffani Penson,,,
1602,Tiffani Penson,Elana Pirtle-Guiney,Marnie Glickman,Dan Ryan,Nat West,Michelle DePass
1626,Nat West,,,,,
1645,Michelle DePass,Michael (Mike) Marshall,,,,
1650,Michelle DePass,Tiffani Penson,Antonio Jamal PettyJohnBlue,Elana Pirtle-Guiney,Sam Sachs,Laura Streib
1653,Elana Pirtle-Guiney,Dan Ryan,Michelle DePass,,,
1654,Jennifer Park,Elana Pirtle-Guiney,Tiffani Penson,,,
1655,Sameer Kanal,Nat West,Tiffani Penson,Dan Ryan,Michelle DePass,Elana Pirtle-Guiney
1656,Michelle DePass,Elana Pirtle-Guiney,Marnie Glickman,,,
1657,Marnie Glickman,Tiffani Penson,Mariah Hudson,,,
1658,Michelle DePass,Tiffani Penson,Nat West,Nabil Zaghloul,Marnie Glickman,Michael (Mike) Marshall
1662,Tiffani Penson,,,,,
1671,Debbie Kitchin,Nat West,Marnie Glickman,,,
1678,Jennifer Park,Elana Pirtle-Guiney,Chris Olson,Nat West,Jonathan Tasini,Sameer Kanal
1679,Marnie Glickman,Mariah Hudson,Michael (Mike) Marshall,Tiffani Penson,Sameer Kanal,Bob Simril
1681,Marnie Glickman,Mariah Hudson,Michael (Mike) Marshall,Tiffani Penson,Sameer Kanal,Bob Simril
1687,Marnie Glickman,Mariah Hudson,Michael (Mike) Marshall,Tiffani Penson,Bob Simril,Sameer Kanal
1688,Jennifer Park,Mariah Hudson,,,,
1690,Dan Ryan,Mariah Hudson,Elana Pirtle-Guiney,Tiffani Penson,Bob Simril,
1691,Debbie Kitchin,Nat West,Marnie Glickman,Tiffani Penson,Jennifer Park,Elana Pirtle-Guiney
1694,Elana Pirtle-Guiney,Dan Ryan,Michelle DePass,James Armstrong,Michael (Mike) Marshall,Mariah Hudson
1722,Jennifer Park,Reuben Berlin,Marnie Glickman,Will Mespelt,Laura Streib,Michael (Mike) Marshall
1743,Dan Ryan,Mariah Hudson,Elana Pirtle-Guiney,Tiffani Penson,Bob Simril,
1746,Reuben Berlin,Sameer Kanal,Bob Simril,Mariah Hudson,Liz Taylor,Debbie Kitchin
1747,Elana Pirtle-Guiney,James Armstrong,Michelle DePass,Mariah Hudson,,
1748,Elana Pirtle-Guiney,Dan Ryan,Michelle DePass,James Armstrong,Michael (Mike) Marshall,Mariah Hudson
1750,,,,,,
1752,Nat West,Tiffani Penson,Nabil Zaghloul,Bob Simril,,
1753,Dan Ryan,,,,,
1754,Dan Ryan,Sam Sachs,Michael (Mike) Marshall,James Armstrong,Tiffani Penson,Mariah Hudson
1760,,,,,,
1771,Dan Ryan,Marnie Glickman,Nabil Zaghloul,Mariah Hudson,Tiffani Penson,Debbie Kitchin
1772,Laura Streib,Dan Ryan,Tiffani Penson,Elana Pirtle-Guiney,,
1774,Sam Sachs,Dan Ryan,Bob Simril,Elana Pirtle-Guiney,James Armstrong,Debbie Kitchin
1775,Sameer Kanal,Michelle DePass,Jonathan Tasini,Jennifer Park,Nat West,Marnie Glickman
1777,Nat West,,,,,
1778,Elana Pirtle-Guiney,Dan Ryan,Michelle DePass,Sameer Kanal,Jonathan Tasini,James Armstrong
1779,Jonathan Tasini,Elana Pirtle-Guiney,James Armstrong,Dan Ryan,Michelle DePass,Debbie Kitchin
1787,Sameer Kanal,Michelle DePass,Jonathan Tasini,Tiffani Penson,Marnie Glickman,Mariah Hudson
1789,Dan Ryan,Nabil Zaghloul,Elana Pirtle-Guiney,Mariah Hudson,Marnie Glickman,Debbie Kitchin
1790,Dan Ryan,Nat West,Tiffani Penson,,,
1791,Michelle DePass,Sameer Kanal,,,,
1792,Sameer Kanal,Michelle DePass,Jonathan Tasini,Jennifer Park,Nat West,Marnie Glickman
1793,Mariah Hudson,,,,,
1796,Debbie Kitchin,Reuben Berlin,Marnie Glickman,Tiffani Penson,Antonio Jamal PettyJohnBlue,James Armstrong
1797,Sam Sachs,Mariah Hudson,Michael (Mike) Marshall,Bob Simril,,
1801,Dan Ryan,James Armstrong,Michael (Mike) Marshall,Elana Pirtle-Guiney,Tiffani Penson,Mariah Hudson
1803,Dan Ryan,Elana Pirtle-Guiney,Michelle DePass,Sameer Kanal,Jonathan Tasini,Liz Taylor
1809,Will Mespelt,Tiffani Penson,Liz Taylor,Marnie Glickman,Chris Olson,Michael (Mike) Marshall
1810,Sameer Kanal,Nat West,Tiffani Penson,Michelle DePass,,
1811,Mariah Hudson,Liz Taylor,Sam Sachs,James Armstrong,Reuben Berlin,Debbie Kitchin
1819,Tiffani Penson,Dan Ryan,Michelle DePass,Bob Simril,Sam Sachs,
1906,Dan Ryan,,,,,
1907,Tiffani Penson,Mariah Hudson,Nabil Zaghloul,Laura Streib,Marnie Glickman,Dan Ryan
1908,Sameer Kanal,Michelle DePass,Jonathan Tasini,Michael (Mike) Marshall,Dan Ryan,Nat West
1909,Dan Ryan,Elana Pirtle-Guiney,Michelle DePass,,,
1910,Dan Ryan,Nat West,Marnie Glickman,Liz Taylor,Chris Olson,Antonio Jamal PettyJohnBlue
1911,James Armstrong,,,,,
1912,Dan Ryan,,,,,
1913,Tiffani Penson,Dan Ryan,Bob Simril,Nabil Zaghloul,Nat West,Mariah Hudson
1914,Michelle DePass,Mariah Hudson,Tiffani Penson,Marnie Glickman,Dan Ryan,Michael (Mike) Marshall
1915,Dan Ryan,,,,,
1917,Tiffani Penson,Dan Ryan,Marnie Glickman,Michelle DePass,Mariah Hudson,Sameer Kanal
1918,Nat West,Will Mespelt,Mariah Hudson,Michael (Mike) Marshall,Debbie Kitchin,Dan Ryan
1921,Elana Pirtle-Guiney,Dan Ryan,Michelle DePass,James Armstrong,Michael (Mike) Marshall,Mariah Hudson
1922,Dan Ryan,Mariah Hudson,Elana Pirtle-Guiney,Jonathan Tasini,Nabil Zaghloul,
1924,Jonathan Tasini,Sam Sachs,Antonio Jamal PettyJohnBlue,Mariah Hudson,James Armstrong,Dan Ryan
1925,Reuben Berlin,Marnie Glickman,Tiffani Penson,,,
1929,Bob Simril,,,,,
1938,Michelle DePass,Elana Pirtle-Guiney,Nat West,Sameer Kanal,Marnie Glickman,Debbie Kitchin
1943,Michelle DePass,Marnie Glickman,Nat West,Elana Pirtle-Guiney,Debbie Kitchin,Sameer Kanal
1944,Bob Simril,Michael (Mike) Marshall,Reuben Berlin,,,
1947,Dan Ryan,Tiffani Penson,Michelle DePass,Elana Pirtle-Guiney,Nat West,James Armstrong
1948,Elana Pirtle-Guiney,Dan Ryan,Michelle DePass,,,
1950,Michael (Mike) Marshall,Michelle DePass,Elana Pirtle-Guiney,,,
1976,Michael (Mike) Marshall,Nat West,,,,
1977,Reuben Berlin,James Armstrong,Liz Taylor,Laura Streib,Nabil Zaghloul,Dan Ryan
1979,Liz Taylor,James Armstrong,Debbie Kitchin,Chris Olson,Jonathan Tasini,Mariah Hudson
1980,Dan Ryan,Tiffani Penson,Bob Simril,Marnie Glickman,Elana Pirtle-Guiney,Sam Sachs
1981,Dan Ryan,,,,,
1982,Elana Pirtle-Guiney,Nabil Zaghloul,Michael (Mike) Marshall,Liz Taylor,,
1983,Nabil Zaghloul,Mariah Hudson,Sam Sachs,Jonathan Tasini,Jennifer Park,
1984,Dan Ryan,,,,,
1985,Dan Ryan,Liz Taylor,Debbie Kitchin,Tiffani Penson,Mariah Hudson,Elana Pirtle-Guiney
1986,Liz Taylor,,,,,
1988,Liz Taylor,Tiffani Penson,Will Mespelt,,,
1989,Debbie Kitchin,Jennifer Park,Mariah Hudson,,,
1992,Dan Ryan,Jennifer Park,Jonathan Tasini,Debbie Kitchin,Reuben Berlin,Mariah Hudson
1996,Nat West,Sameer Kanal,Reuben Berlin,James Armstrong,Jennifer Park,Elana Pirtle-Guiney
1997,Sameer Kanal,Jonathan Tasini,Laura Streib,Nabil Zaghloul,Dan Ryan,Michelle DePass
1998,Dan Ryan,,,,,
2007,Jennifer Park,Nat West,Marnie Glickman,James Armstrong,Elana Pirtle-Guiney,Jonathan Tasini
2008,Michael (Mike) Marshall,,,,,
2010,Dan Ryan,,,,,
2011,James Armstrong,Michael (Mike) Marshall,Mariah Hudson,,,
2012,Dan Ryan,Tiffani Penson,Nat West,Elana Pirtle-Guiney,James Armstrong,
2017,Mariah Hudson,Michelle DePass,Tiffani Penson,Debbie Kitchin,Jennifer Park,Elana Pirtle-Guiney
2018,Michelle DePass,Debbie Kitchin,Dan Ryan,Tiffani Penson,Elana Pirtle-Guiney,Marnie Glickman
2029,Sam Sachs,,,,,
2030,Elana Pirtle-Guiney,Dan Ryan,Mariah Hudson,Tiffani Penson,,
2031,Michael (Mike) Marshall,Liz Taylor,Elana Pirtle-Guiney,,,
2056,Tiffani Penson,Elana Pirtle-Guiney,Dan Ryan,Nat West,,
2068,Bob Simril,Dan Ryan,Mariah Hudson,James Armstrong,Reuben Berlin,Jonathan Tasini
2069,Write-in-123,Write-in-124,Write-in-125,Sameer Kanal,Debbie Kitchin,Nat West
2071,Sameer Kanal,Marnie Glickman,Jennifer Park,Tiffani Penson,Elana Pirtle-Guiney,Nat West
2074,Michelle DePass,Dan Ryan,Nat West,Will Mespelt,,
2086,Bob Simril,Michael (Mike) Marshall,Dan Ryan,,,
2097,Dan Ryan,Tiffani Penson,Mariah Hudson,Bob Simril,Elana Pirtle-Guiney,Jonathan Tasini
2108,Mariah Hudson,,,,,
2113,Dan Ryan,James Armstrong,Elana Pirtle-Guiney,Michael (Mike) Marshall,Michelle DePass,Mariah Hudson
2114,Dan Ryan,Michelle DePass,Tiffani Penson,Marnie Glickman,Mariah Hudson,Reuben Berlin
2115,Jonathan Tasini,Nat West,Tiffani Penson,Sameer Kanal,Laura Streib,Elana Pirtle-Guiney
2116,Tiffani Penson,Liz Taylor,Sameer Kanal,Mariah Hudson,,
2117,Nat West,Liz Taylor,Nabil Zaghloul,Bob Simril,Tiffani Penson,Elana Pirtle-Guiney
2129,Michelle DePass,Tiffani Penson,Nat West,Marnie Glickman,Debbie Kitchin,Elana Pirtle-Guiney
2130,James Armstrong,Michael (Mike) Marshall,Dan Ryan,Michelle DePass,Will Mespelt,Chris Olson
2131,Elana Pirtle-Guiney,Dan Ryan,Michelle DePass,Tiffani Penson,James Armstrong,
2140,Elana Pirtle-Guiney,Dan Ryan,Michelle DePass,James Armstrong,Michael (Mike) Marshall,Mariah Hudson
2142,Mariah Hudson,Tiffani Penson,Nabil Zaghloul,Debbie Kitchin,Antonio Jamal PettyJohnBlue,Jennifer Park
2194,Sameer Kanal,Debbie Kitchin,Tiffani Penson,Jennifer Park,Laura Streib,Mariah Hudson
2196,Dan Ryan,,,,,
2199,Dan Ryan,Marnie Glickman,Nabil Zaghloul,Debbie Kitchin,Tiffani Penson,Elana Pirtle-Guiney
2200,Sameer Kanal,Michelle DePass,Jonathan Tasini,Jennifer Park,Nat West,Marnie Glickman
2208,Marnie Glickman,Liz Taylor,James Armstrong,Elana Pirtle-Guiney,Sam Sachs,Dan Ryan
2209,Nat West,Marnie Glickman,Debbie Kitchin,Michelle DePass,Elana Pirtle-Guiney,Sameer Kanal
2210,Sameer Kanal,Michelle DePass,Jonathan Tasini,Jennifer Park,Nat West,Marnie Glickman
2223,Sameer Kanal,Michelle DePass,Nat West,,,
2225,Dan Ryan,,,,,
2227,Dan Ryan,James Armstrong,Mariah Hudson,Elana Pirtle-Guiney,Michelle DePass,Bob Simril
2228,Mariah Hudson,Michael (Mike) Marshall,Will Mespelt,Dan Ryan,Debbie Kitchin,
2230,Bob Simril,Dan Ryan,,,,
2232,Bob Simril,Dan Ryan,Antonio Jamal PettyJohnBlue,,,
2233,Dan Ryan,Tiffani Penson,Debbie Kitchin,Sameer Kanal,,
2237,Michelle DePass,Tiffani Penson,Sameer Kanal,Nat West,Elana Pirtle-Guiney,Debbie Kitchin
2238,Dan Ryan,Tiffani Penson,Sam Sachs,Mariah Hudson,,
2239,James Armstrong,Liz Taylor,Nabil Zaghloul,Mariah Hudson,,
2240,Dan Ryan,Tiffani Penson,,,,
2241,Elana Pirtle-Guiney,Michelle DePass,Dan Ryan,,,
2243,Michelle DePass,,,,,
2247,Elana Pirtle-Guiney,Michelle DePass,Dan Ryan,James Armstrong,Michael (Mike) Marshall,Mariah Hudson
2250,Dan Ryan,Mariah Hudson,Laura Streib,Marnie Glickman,,
2272,Bob Simril,Dan Ryan,,,,
2274,Dan Ryan,Bob Simril,Mariah Hudson,,,
2275,Mariah Hudson,Bob Simril,,,,
2287,Sameer Kanal,,,,,
2288,Nat West,Tiffani Penson,Michael (Mike) Marshall,Elana Pirtle-Guiney,Jonathan Tasini,Mariah Hudson
2291,Bob Simril,Dan Ryan,,,,
2292,Dan Ryan,Michelle DePass,Elana Pirtle-Guiney,Tiffani Penson,Mariah Hudson,Marnie Glickman
2293,Elana Pirtle-Guiney,Sameer Kanal,Marnie Glickman,Tiffani Penson,Sam Sachs,Mariah Hudson
2294,Sameer Kanal,Tiffani Penson,Jennifer Park,Mariah Hudson,Debbie Kitchin,Chris Olson
2295,Dan Ryan,Michael (Mike) Marshall,Will Mespelt,Mariah Hudson,Bob Simril,Tiffani Penson
2296,Jennifer Park,Sameer Kanal,,,,
2299,Sameer Kanal,Dan Ryan,Jennifer Park,Bob Simril,Michelle DePass,Michael (Mike) Marshall
2302,Nabil Zaghloul,Bob Simril,Elana Pirtle-Guiney,Marnie Glickman,Nat West,Sameer Kanal
2314,Sameer Kanal,,,,,
2316,Elana Pirtle-Guiney,Sameer Kanal,Jonathan Tasini,Michael (Mike) Marshall,Laura Streib,Jennifer Park
2319,Elana Pirtle-Guiney,Mariah Hudson,Dan Ryan,,,
2321,,,,,,
2331,Dan Ryan,Marnie Glickman,Michael (Mike) Marshall,,,
2332,Dan Ryan,,,,,
2333,,,,,,
2334,Sameer Kanal,Michelle DePass,Jonathan Tasini,Nat West,Jennifer Park,Marnie Glickman
2344,Will Mespelt,Mariah Hudson,Dan Ryan,,,
2364,Dan Ryan,Chris Olson,Tiffani Penson,Sameer Kanal,Marnie Glickman,Jennifer Park
2367,Sameer Kanal,Michelle DePass,Jonathan Tasini,,,
2368,Dan Ryan,Elana Pirtle-Guiney,Michelle DePass,Tiffani Penson,James Armstrong,Michael (Mike) Marshall
2377,Debbie Kitchin,Nat West,Chris Olson,Marnie Glickman,Elana Pirtle-Guiney,Jonathan Tasini
2378,Marnie Glickman,Debbie Kitchin,Sameer Kanal,Reuben Berlin,James Armstrong,Tiffani Penson
2380,Dan Ryan,Michael (Mike) Marshall,Marnie Glickman,Tiffani Penson,,
2404,Elana Pirtle-Guiney,Dan Ryan,Michelle DePass,James Armstrong,Michael (Mike) Marshall,Mariah Hudson
2405,Michael (Mike) Marshall,Nabil Zaghloul,Dan Ryan,Chris Olson,Sameer Kanal,Jonathan Tasini
2418,Dan Ryan,Nat West,Bob Simril,Marnie Glickman,Sameer Kanal,Debbie Kitchin
2421,Dan Ryan,Tiffani Penson,Nat West,James Armstrong,Elana Pirtle-Guiney,
2423,Bob Simril,Mariah Hudson,Elana Pirtle-Guiney,Nat West,,
2424,Marnie Glickman,Dan Ryan,,,,
2430,Liz Taylor,Dan Ryan,Jennifer Park,James Armstrong,Will Mespelt,Michelle DePass
2432,Bob Simril,Dan Ryan,Tiffani Penson,,,
2433,,,,,,
2434,Dan Ryan,,,,,
2435,Marnie Glickman,Tiffani Penson,Liz Taylor,Debbie Kitchin,Jennifer Park,Laura Streib
2446,Dan Ryan,James Armstrong,Jennifer Park,,,
2448,Marnie Glickman,Dan Ryan,Michelle DePass,Tiffani Penson,Debbie Kitchin,Nat West
2449,Laura Streib,Michelle DePass,Nat West,Tiffani Penson,Elana Pirtle-Guiney,Debbie Kitchin
2450,Tiffani Penson,Jonathan Tasini,Nat West,Elana Pirtle-Guiney,Sameer Kanal,James Armstrong
2451,Chris Olson,Jennifer Park,Sameer Kanal,Bob Simril,Jonathan Tasini,Sam Sachs
2483,Debbie Kitchin,Nat West,Jonathan Tasini,Will Mespelt,Laura Streib,Mariah Hudson
2484,Sameer Kanal,Elana Pirtle-Guiney,Debbie Kitchin,Marnie Glickman,Michelle DePass,Nat West
2498,Debbie Kitchin,Tiffani Penson,Jennifer Park,Liz Taylor,Laura Streib,Chris Olson
2514,Dan Ryan,Jennifer Park,Nat West,Chris Olson,James Armstrong,Nabil Zaghloul
2515,Bob Simril,Dan Ryan,Tiffani Penson,,,
2516,Nat West,James Armstrong,Will Mespelt,,,
2518,Dan Ryan,Nat West,Marnie Glickman,Elana Pirtle-Guiney,Mariah Hudson,Jennifer Park
2529,Mariah Hudson,,,,,
2533,Dan Ryan,Liz Taylor,James Armstrong,Jennifer Park,Elana Pirtle-Guiney,Debbie Kitchin
2536,Michelle DePass,Laura Streib,Debbie Kitchin,Jennifer Park,Mariah Hudson,Elana Pirtle-Guiney
2538,Michelle DePass,Tiffani Penson,Bob Simril,,,
2543,Bob Simril,Nat West,Dan Ryan,Will Mespelt,James Armstrong,Reuben Berlin
2546,Mariah Hudson,,,,,
2551,Tiffani Penson,Elana Pirtle-Guiney,Marnie Glickman,Mariah Hudson,Bob Simril,Jonathan Tasini
2556,Dan Ryan,Mariah Hudson,Tiffani Penson,Nat West,Elana Pirtle-Guiney,Marnie Glickman
2557,Dan Ryan,Michelle DePass,Elana Pirtle-Guiney,,,
2558,Tiffani Penson,Michael (Mike) Marshall,Elana Pirtle-Guiney,Mariah Hudson,,
2563,Elana Pirtle-Guiney,Dan Ryan,Michelle DePass,James Armstrong,Michael (Mike) Marshall,Mariah Hudson
2564,Michelle DePass,Elana Pirtle-Guiney,Dan Ryan,James Armstrong,Michael (Mike) Marshall,Mariah Hudson
2569,Elana Pirtle-Guiney,Tiffani Penson,Dan Ryan,,,
2570,Tiffani Penson,Dan Ryan,Nat West,,,
2575,Dan Ryan,,,,,
2578,Dan Ryan,Tiffani Penson,Marnie Glickman,Elana Pirtle-Guiney,,
2579,Marnie Glickman,Sameer Kanal,Michael (Mike) Marshall,Laura Streib,Elana Pirtle-Guiney,Michelle DePass
2580,Marnie Glickman,Jennifer Park,Elana Pirtle-Guiney,Laura Streib,Mariah Hudson,Bob Simril
2599,Marnie Glickman,Elana Pirtle-Guiney,Tiffani Penson,Dan Ryan,Debbie Kitchin,Michelle DePass
2601,Dan Ryan,Michael (Mike) Marshall,Tiffani Penson,Debbie Kitchin,Liz Taylor,Mariah Hudson
2602,Dan Ryan,Mariah Hudson,Elana Pirtle-Guiney,Michelle DePass,James Armstrong,Michael (Mike) Marshall
2610,Tiffani Penson,,,,,
2627,Nat West,Will Mespelt,Dan Ryan,Marnie Glickman,Bob Simril,Michael (Mike) Marshall
2628,Nat West,Will Mespelt,Marnie Glickman,Michael (Mike) Marshall,Bob Simril,Dan Ryan
2630,Tiffani Penson,Marnie Glickman,Mariah Hudson,Dan Ryan,,
2640,Will Mespelt,,,,,
2644,Dan Ryan,,,,,
2649,Dan Ryan,Mariah Hudson,,,,
2663,Marnie Glickman,Tiffani Penson,Michael (Mike) Marshall,Nat West,Sameer Kanal,Michelle DePass
2677,Sameer Kanal,Michelle DePass,Jonathan Tasini,Elana Pirtle-Guiney,Jennifer Park,Marnie Glickman
2680,Dan Ryan,Nat West,Liz Taylor,Marnie Glickman,,
2681,Marnie Glickman,Tiffani Penson,Mariah Hudson,Nat West,Bob Simril,
2686,Elana Pirtle-Guiney,Dan Ryan,Michelle DePass,,,
2688,Mariah Hudson,Marnie Glickman,Sameer Kanal,Nat West,Tiffani Penson,James Armstrong
2689,Mariah Hudson,Marnie Glickman,Sameer Kanal,Nat West,Tiffani Penson,James Armstrong
2691,Tiffani Penson,,,,,
2701,Dan Ryan,,,,,
2728,Dan Ryan,Elana Pirtle-Guiney,Tiffani Penson,Mariah Hudson,Jonathan Tasini,Nat West
2733,Michael (Mike) Marshall,James Armstrong,Elana Pirtle-Guiney,Marnie Glickman,Debbie Kitchin,Sameer Kanal
2760,Mariah Hudson,,,,,
2761,Tiffani Penson,Mariah Hudson,Bob Simril,Elana Pirtle-Guiney,,
2764,Dan Ryan,Debbie Kitchin,Marnie Glickman,Michael (Mike) Marshall,Mariah Hudson,Nabil Zaghloul
2766,Elana Pirtle-Guiney,Marnie Glickman,,,,
2767,Tiffani Penson,Dan Ryan,Michelle DePass,Nat West,Sameer Kanal,Michael (Mike) Marshall
2768,Dan Ryan,Michelle DePass,Sameer Kanal,Jonathan Tasini,Jennifer Park,Marnie Glickman
2769,Nat West,Dan Ryan,James Armstrong,Will Mespelt,Mariah Hudson,Sam Sachs
2771,Mariah Hudson,Dan Ryan,,,,
2772,Elana Pirtle-Guiney,Dan Ryan,Write-in-123,Michelle DePass,Nat West,
2779,Liz Taylor,Tiffani Penson,Nat West,,,
2792,Laura Streib,,,,,
2802,Mariah Hudson,Dan Ryan,,,,
2803,Chris Olson,Jonathan Tasini,Nat West,Bob Simril,Jennifer Park,Michael (Mike) Marshall
2804,Reuben Berlin,Tiffani Penson,Michael (Mike) Marshall,Mariah Hudson,Bob Simril,Dan Ryan
2805,Michelle DePass,Liz Taylor,,,,
2806,Antonio Jamal PettyJohnBlue,,,,,
2807,Elana Pirtle-Guiney,Mariah Hudson,Michelle DePass,Dan Ryan,Bob Simril,
2809,Elana Pirtle-Guiney,Dan Ryan,Mariah Hudson,Debbie Kitchin,Michael (Mike) Marshall,James Armstrong
2810,Michael (Mike) Marshall,,,,,
2811,Dan Ryan,Bob Simril,Debbie Kitchin,Michael (Mike) Marshall,James Armstrong,Tiffani Penson
2812,Jonathan Tasini,Chris Olson,Sameer Kanal,Jennifer Park,Marnie Glickman,Nat West
2814,Tiffani Penson,James Armstrong,Elana Pirtle-Guiney,Michelle DePass,Sameer Kanal,Nat West
2816,Dan Ryan,Elana Pirtle-Guiney,Michelle DePass,,,
2826,Sameer Kanal,Jennifer Park,Michelle DePass,Chris Olson,Marnie Glickman,Jonathan Tasini
2828,Dan Ryan,Jonathan Tasini,Nabil Zaghloul,Bob Simril,Jennifer Park,James Armstrong
2829,Chris Olson,Tiffani Penson,Michael (Mike) Marshall,Jonathan Tasini,Dan Ryan,Liz Taylor
2830,Tiffani Penson,Dan Ryan,Marnie Glickman,Michelle DePass,Mariah Hudson,Sameer Kanal
2831,Michael (Mike) Marshall,Mariah Hudson,Marnie Glickman,,,
2832,Dan Ryan,Bob Simril,Michael (Mike) Marshall,Elana Pirtle-Guiney,James Armstrong,Mariah Hudson
2833,Sameer Kanal,Michelle DePass,Debbie Kitchin,,,
2834,Tiffani Penson,James Armstrong,Will Mespelt,Michael (Mike) Marshall,Bob Simril,
2835,Dan Ryan,Liz Taylor,Chris Olson,,,
2836,Elana Pirtle-Guiney,Michelle DePass,Dan Ryan,Mariah Hudson,Sam Sachs,Liz Taylor
2842,Bob Simril,Dan Ryan,Sam Sachs,Mariah Hudson,Michael (Mike) Marshall,Nat West
2843,Nat West,Tiffani Penson,Sameer Kanal,Michelle DePass,,
2844,Sameer Kanal,Jennifer Park,Michelle DePass,Chris Olson,Marnie Glickman,Jonathan Tasini
2845,James Armstrong,,,,,
2852,Dan Ryan,Mariah Hudson,Jonathan Tasini,,,
2853,Dan Ryan,Nabil Zaghloul,Tiffani Penson,Sam Sachs,Bob Simril,Elana Pirtle-Guiney
2854,Elana Pirtle-Guiney,Dan Ryan,Michelle DePass,,,
2856,Sameer Kanal,Michelle DePass,Jonathan Tasini,,,
2857,Nat West,Tiffani Penson,Debbie Kitchin,Sameer Kanal,Dan Ryan,Michael (Mike) Marshall
2858,Dan Ryan,James Armstrong,Mariah Hudson,,,
2860,Dan Ryan,,,,,
2861,Dan Ryan,Michelle DePass,James Armstrong,Sameer Kanal,Nat West,Elana Pirtle-Guiney
2862,Debbie Kitchin,Dan Ryan,,,,
2871,Sameer Kanal,,,,,
2879,Michelle DePass,Dan Ryan,Laura Streib,,,
2880,Marnie Glickman,Dan Ryan,,,,
2881,Sam Sachs,Debbie Kitchin,Marnie Glickman,Laura Streib,Nabil Zaghloul,Elana Pirtle-Guiney
2883,Reuben Berlin,Dan Ryan,Bob Simril,Chris Olson,,
2885,Chris Olson,Jennifer Park,Sameer Kanal,Jonathan Tasini,Sam Sachs,
2900,Tiffani Penson,Debbie Kitchin,Sam Sachs,Mariah Hudson,Bob Simril,Michelle DePass
2916,James Armstrong,,,,,
2922,Dan Ryan,Bob Simril,Michael (Mike) Marshall,Jennifer Park,Chris Olson,Nat West
2928,Sameer Kanal,Nat West,Chris Olson,Tiffani Penson,Jennifer Park,Michael (Mike) Marshall
2938,Michelle DePass,James Armstrong,Nat West,Sameer Kanal,Mariah Hudson,Nabil Zaghloul
2939,Tiffani Penson,Jonathan Tasini,Marnie Glickman,,,
2945,Michelle DePass,Liz Taylor,Elana Pirtle-Guiney,Dan Ryan,Sam Sachs,Mariah Hudson
2948,Michael (Mike) Marshall,,,,,
2950,Bob Simril,Will Mespelt,Dan Ryan,Mariah Hudson,James Armstrong,Reuben Berlin
2951,Tiffani Penson,Dan Ryan,Mariah Hudson,,,
2954,Mariah Hudson,Michelle DePass,Will Mespelt,James Armstrong,Sam Sachs,Reuben Berlin
2955,Dan Ryan,Marnie Glickman,Elana Pirtle-Guiney,,,
2956,Jonathan Tasini,,,,,
2957,Nat West,Sameer Kanal,Antonio Jamal PettyJohnBlue,,,
2966,Nat West,Michelle DePass,Sameer Kanal,Jonathan Tasini,,
2967,,,,,,
2976,Dan Ryan,Sameer Kanal,Nat West,Tiffani Penson,Mariah Hudson,James Armstrong
